,NPL91_EVER,gender_nameRu,LastApprovedOfferSet_Payment,CBFactPmtsParametrSet,AgeParametrSet,PoVClient_ClientCountWithoutOverduePay,CBMaxOverdueParametrSet,CBCreditHistoryFromServParametrSet,PKB_REQ_360DAY,SUM_OSTATOK,MAX_OUSTAND_DAY_CNT,CNT_DAY_GR_0_Sum,educationtypedmparse2,low_rod_income,KDN
27457,0,Мужской,5438.6,9,67.83,1.0,5,Приемлемая 2,4.0,,5.0,1.0,ВЫСШЕЕ,43407.0,0.0
27461,0,Женский,39623.8,118,65.33,58.0,0,Положительная,3.0,425501.76,0.0,0.0,,43407.0,1.0575696486995605
27474,0,Мужской,6807.1,246,68.75,9.0,0,Положительная,15.0,630369.0,26.0,0.0,,43407.0,0.391215498581627
27488,0,Женский,2111.9,198,65.5,132.0,0,Положительная,19.0,4621285.13,2.0,1.0,,43407.0,0.4781491589681516
27525,0,Женский,,149,67.08,88.0,2,Положительная,4.0,108500.99,2.0,1.0,,,0.0679133507012597
27537,0,Женский,4025.9,116,66.33,154.0,1,Положительная,0.0,235000.0,7.0,2.0,ВЫСШЕЕ,43407.0,0.1110204174177238
27541,0,Мужской,10895.8,68,64.58,64.0,0,Положительная,1.0,42202.46,24.0,3.0,СРЕДНЕЕ,43407.0,0.0665811182401466
27571,0,Мужской,49717.4,44,65.75,31.0,0,Положительная,1.0,947021.48,0.0,0.0,ВЫСШЕЕ,43407.0,0.5131906461201375
27581,0,Женский,38500.0,66,61.75,82.0,2,Приемлемая 1,1.0,126886.58,4.0,3.0,,43407.0,0.1598254566969898
27584,0,Женский,,48,63.17,49.0,0,Положительная,2.0,774533.94,6.0,0.0,,,0.940833446083074
27588,0,Женский,,127,62.67,,0,Положительная,0.0,35000.0,19.0,0.0,ВЫСШЕЕ,,0.0868379690335802
27591,0,Женский,5000.0,41,67.0,,0,Положительная,0.0,0.0,0.0,0.0,,,0.0
27605,0,Женский,38007.0,82,61.25,,7,Положительная,0.0,493842.14,7.0,1.0,,,1.074103700741037
27622,0,Мужской,46610.1,48,68.67,81.0,0,Приемлемая 1,0.0,160622.42,1.0,0.0,ВЫСШЕЕ,43407.0,0.0081590626486726
27630,0,Женский,29750.0,43,62.42,149.0,0,Приемлемая 1,1.0,43472.53,23.0,2.0,,43407.0,0.295799938164435
27685,0,Женский,7318.2,30,65.5,11.0,0,Положительная,4.0,134457.0,0.0,0.0,,,0.4320478392071094
27700,0,Женский,6500.0,45,67.17,18.0,1,Положительная,0.0,13858.7,1.0,1.0,ВЫСШЕЕ,,0.0759629768137621
27708,0,Женский,6648.1,79,68.08,69.0,0,Приемлемая 1,3.0,1019119.84,9.0,0.0,,43407.0,0.4638299362184708
27709,0,Женский,45565.6,7,61.33,,0,Приемлемая 2,0.0,213582.0,0.0,0.0,,,0.2027100384165692
27716,0,Женский,2606.8,146,68.92,44.0,0,Приемлемая 1,2.0,260525.03,4.0,1.0,,,0.2831011148768158
27757,0,Мужской,51000.0,21,65.83,20.0,0,Приемлемая 1,1.0,327230.3,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4959093400140922
27770,0,Женский,23500.0,79,66.75,86.0,0,Положительная,4.0,233850.48,0.0,0.0,ВЫСШЕЕ,43407.0,0.1444934108279576
27775,0,Женский,9943.0,79,65.92,180.0,0,Приемлемая 2,6.0,216735.76,0.0,0.0,ВЫСШЕЕ,,0.2300528518380258
27786,0,Женский,20417.0,115,64.08,80.0,2,Положительная,4.0,1171481.84,2.0,1.0,,43407.0,0.2912136471725225
27788,0,Мужской,,23,64.25,,0,Приемлемая 1,,,,,,,0.0
27789,0,Женский,16666.7,53,64.0,28.0,0,Положительная,4.0,69644.77,0.0,0.0,ВЫСШЕЕ,43407.0,0.1801103595182251
27799,0,Мужской,32269.8,24,65.75,,0,Положительная,3.0,0.0,0.0,0.0,,43407.0,0.0
27805,0,Женский,37737.9,96,66.33,69.0,0,Положительная,0.0,87361.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.2431472775663507
27828,0,Женский,36903.7,34,65.75,124.0,0,Положительная,0.0,92664.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.2555510208583814
27843,0,Женский,5000.0,42,69.0,58.0,0,Приемлемая 1,0.0,,0.0,0.0,,,0.0
27855,0,Женский,39000.0,133,65.42,79.0,0,Положительная,1.0,780362.28,0.0,0.0,ВЫСШЕЕ,43407.0,0.559410835780805
27867,0,Женский,58750.0,160,63.58,25.0,0,Положительная,0.0,169407.0,0.0,0.0,ВЫСШЕЕ,43407.0,0.2284880348756712
27868,0,Женский,54109.2,0,62.08,,0,Приемлемая 1,,,,,ВЫСШЕЕ,,0.0
27873,0,Женский,5000.0,53,62.92,27.0,8,Положительная,2.0,167650.4,8.0,3.0,,43407.0,0.3090294058543774
27920,0,Женский,243109.2,123,67.67,15.0,0,Положительная,1.0,75147.0,0.0,0.0,,43407.0,0.0130644823173459
27961,0,Женский,11572.8,99,67.25,86.0,4,Положительная,0.0,84750.0,19.0,1.0,,43407.0,0.3494604942568743
27964,0,Женский,,47,66.83,50.0,0,Положительная,1.0,0.0,15.0,1.0,СРЕДНЕЕ,,0.0
27967,0,Женский,9990.0,44,62.33,24.0,9,Приемлемая 1,4.0,,9.0,3.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
27972,0,Женский,36500.0,39,62.92,37.0,20,Приемлемая 1,1.0,33034.6,20.0,16.0,СРЕДНЕЕ,43407.0,0.197653848814571
27987,0,Мужской,,0,66.67,,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
27989,0,Женский,16631.8,52,63.25,15.0,0,Приемлемая 1,25.0,539939.39,0.0,0.0,,,0.4990650029708853
28011,0,Мужской,39000.0,109,67.58,17.0,3,Положительная,0.0,266665.55,13.0,4.0,,,0.3943329995043145
28014,0,Женский,,24,63.42,74.0,0,Положительная,0.0,0.0,0.0,0.0,ВЫСШЕЕ,,0.0
28032,0,Мужской,39500.0,80,66.25,29.0,0,Положительная,2.0,0.0,1.0,0.0,,,0.0
28038,0,Мужской,1993.5,53,64.83,65.0,0,Приемлемая 1,,,,,,,0.4830370114431913
28039,0,Женский,7916.7,39,68.17,5.0,2,Положительная,8.0,1131684.57,349.0,2.0,,,0.451781654419331
28040,0,Женский,10990.9,75,65.67,70.0,0,Положительная,3.0,512052.11,0.0,0.0,,,0.4745264493151353
28045,0,Женский,1924.6,12,65.33,11.0,0,Приемлемая 1,5.0,75633.92,0.0,0.0,,,0.3893751427049243
28052,0,Мужской,2147.2,107,68.0,56.0,23,Положительная,22.0,459903.58,23.0,6.0,СРЕДНЕЕ,43407.0,0.3935347663961395
28056,0,Мужской,,20,64.67,,0,Приемлемая 2,0.0,259324.0,0.0,0.0,,,0.2632777951489704
28059,0,Женский,22353.6,92,63.92,59.0,0,Положительная,2.0,627769.06,14.0,3.0,СРЕДНЕЕ,,0.6418600958613423
28071,0,Женский,9051.3,105,63.08,65.0,1,Положительная,4.0,1051091.16,1.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4508379628553497
28073,0,Женский,15226.2,90,65.42,16.0,0,Положительная,3.0,416744.99,22.0,0.0,,43407.0,0.2050425649157136
28087,0,Мужской,78780.9,102,63.5,149.0,0,Положительная,1.0,283362.0,0.0,0.0,,43407.0,0.0583566205399188
28090,0,Мужской,88768.4,41,48.92,,3,Приемлемая 2,1.0,1153807.5,45.0,19.0,ВЫСШЕЕ,108517.5,0.3011290136876824
28091,0,Женский,65486.6,114,68.42,175.0,0,Приемлемая 1,0.0,133116.0,0.0,0.0,,,0.3344106307932081
28096,0,Женский,16721.3,13,62.0,12.0,0,Приемлемая 1,1.0,311247.23,0.0,0.0,НЕПОЛНОЕ СРЕДНЕЕ,43407.0,0.2067895127380657
28109,0,Женский,67000.0,56,64.17,70.0,3,Положительная,1.0,,3.0,1.0,ВЫСШЕЕ,,0.0
28138,0,Женский,8776.0,81,68.08,43.0,0,Положительная,0.0,174995.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2368326323367814
28139,0,Женский,1160.0,116,65.33,179.0,0,Положительная,5.0,1821106.39,26.0,8.0,ВЫСШЕЕ,43407.0,0.4903825372811757
28145,0,Женский,36921.0,141,65.92,179.0,0,Положительная,1.0,573184.42,0.0,0.0,ВЫСШЕЕ,43407.0,0.474116547092047
28146,0,Женский,7686.1,56,65.25,62.0,0,Приемлемая 1,1.0,661953.26,9.0,2.0,СРЕДНЕЕ,,0.3962350025917544
28154,0,Женский,29691.1,123,65.58,73.0,0,Положительная,0.0,643558.03,0.0,0.0,ВЫСШЕЕ,43407.0,0.3397839371953033
28156,0,Мужской,19487.1,77,65.5,34.0,0,Положительная,3.0,393465.54,0.0,0.0,СРЕДНЕЕ,,0.3783426873555628
28158,0,Женский,6916.3,104,63.0,180.0,0,Положительная,3.0,19741.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.1202384985432617
28159,0,Женский,5000.0,31,65.08,49.0,0,Приемлемая 1,1.0,,15.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
28166,0,Мужской,6329.0,53,64.58,,0,Отрицательная,8.0,1115582.0,2673.0,24.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.5747138781784077
28172,0,Мужской,,10,63.58,,0,Приемлемая 2,0.0,87860.8,0.0,0.0,,,0.5006273725004368
28201,0,Женский,5832.0,161,62.75,169.0,69,Удовлетворительная,10.0,1810518.89,69.0,10.0,,,0.3976553561242517
28206,0,Мужской,37916.7,71,68.67,53.0,0,Приемлемая 1,5.0,179993.34,0.0,0.0,ВЫСШЕЕ,43407.0,0.2169111444258588
28226,0,Женский,23075.5,49,64.17,,43,Приемлемая 2,0.0,118700.0,43.0,13.0,,43407.0,1.3954691339156606
28228,0,Мужской,28478.5,78,64.92,37.0,0,Положительная,1.0,0.0,0.0,0.0,,43407.0,0.0
28231,0,Мужской,79025.6,55,59.83,154.0,1,Положительная,3.0,20518.0,1.0,1.0,,,0.0643206093699577
28232,0,Женский,,69,61.42,47.0,0,Положительная,2.0,1720373.47,1.0,0.0,ВЫСШЕЕ,43407.0,1.325384442698395
28235,0,Женский,21000.0,36,59.92,8.0,0,Положительная,2.0,237582.89,5.0,0.0,ВЫСШЕЕ,,0.3856201828284639
28237,0,Женский,,0,64.0,,0,Приемлемая 1,,,,,ВЫСШЕЕ,43407.0,0.0
28239,0,Женский,24499.7,115,65.67,20.0,0,Положительная,3.0,94801.61,12.0,0.0,,43407.0,0.0
28243,0,Мужской,,0,66.08,,0,Приемлемая 1,,,,,,43407.0,0.0
28247,0,Женский,3417.5,75,62.25,22.0,0,Положительная,6.0,956000.39,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.4570195933285526
28249,0,Женский,4644.9,63,67.0,66.0,0,Приемлемая 1,0.0,593619.32,23.0,2.0,,,0.4164333615469757
28256,0,Мужской,38791.3,146,63.83,,6,Положительная,2.0,295530.47,6.0,5.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.1248612751942147
28259,0,Женский,48621.9,24,61.92,12.0,0,Приемлемая 1,,,,,ВЫСШЕЕ,43407.0,0.0
28264,0,Мужской,150000.0,121,64.67,174.0,0,Положительная,6.0,2712784.47,0.0,0.0,ВЫСШЕЕ,43407.0,0.4883045772609221
28266,0,Женский,26000.0,159,64.75,34.0,3,Положительная,2.0,654796.31,7.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.3226672133286121
28271,0,Женский,9724.4,48,67.58,20.0,0,Приемлемая 1,5.0,252402.83,0.0,0.0,ВЫСШЕЕ,,0.2492913385826771
28277,0,Женский,54109.2,49,63.33,141.0,0,Положительная,4.0,1812120.92,0.0,0.0,,43407.0,0.4773326746473531
28281,0,Мужской,98500.0,19,63.83,,0,Положительная,,,,,ВЫСШЕЕ,43407.0,0.0
28284,0,Женский,61669.3,141,61.33,112.0,27,Отрицательная,8.0,1762999.86,282.0,12.0,ВЫСШЕЕ,43407.0,0.7622469733656174
28286,0,Мужской,81637.0,57,44.92,151.0,0,Отрицательная,5.0,1724940.66,896.0,19.0,,130221.0,0.5649708875623838
28287,0,Женский,29665.1,57,64.42,58.0,0,Положительная,1.0,0.0,0.0,0.0,ВЫСШЕЕ,,0.0
28288,0,Мужской,,97,37.58,79.0,15,Отрицательная,11.0,937318.15,558.0,37.0,ВЫСШЕЕ,130221.0,1.5701185678406635
28295,0,Женский,5593.3,71,67.33,91.0,0,Приемлемая 1,0.0,641458.31,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3770282045908293
28296,0,Мужской,8000.0,57,64.08,105.0,0,Положительная,0.0,0.0,0.0,0.0,,,0.0
28307,0,Женский,29634.6,49,63.42,32.0,0,Положительная,17.0,0.0,1.0,0.0,,43407.0,0.0
28312,0,Женский,94755.4,73,63.42,161.0,0,Положительная,0.0,2198902.48,0.0,0.0,,43407.0,0.3495814347780014
28321,0,Мужской,95193.6,60,58.58,143.0,0,Приемлемая 1,1.0,1664597.19,0.0,0.0,,43407.0,0.0
28325,0,Женский,2689.2,175,67.67,15.0,0,Положительная,5.0,328266.64,4.0,1.0,ВЫСШЕЕ,,0.3016087715453728
28338,0,Мужской,16997.0,77,65.17,23.0,4,Положительная,1.0,959359.56,4.0,1.0,,43407.0,0.7119941895055671
28358,0,Мужской,67500.0,69,65.92,148.0,0,Положительная,1.0,1642628.0,0.0,0.0,,43407.0,0.3085287946638274
28384,0,Мужской,35416.8,48,69.08,37.0,4,Положительная,0.0,0.0,11.0,3.0,,,0.0
28389,0,Женский,10834.0,71,64.0,20.0,0,Положительная,0.0,0.0,0.0,0.0,СРЕДНЕЕ,,0.0
28400,0,Женский,45565.6,111,64.42,5.0,5,Положительная,20.0,1621392.76,5.0,6.0,,43407.0,0.5964447767083035
28402,0,Мужской,30304.0,43,68.83,21.0,0,Приемлемая 2,5.0,984098.92,33.0,2.0,,43407.0,0.4097797112769117
28431,0,Женский,31340.6,56,62.92,28.0,0,Положительная,1.0,206516.88,0.0,0.0,ВЫСШЕЕ,43407.0,0.0398313027179006
28434,0,Женский,,3,68.33,,0,Приемлемая 1,,,,,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
28440,0,Женский,26643.5,24,68.5,33.0,0,Приемлемая 1,0.0,,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
28441,0,Мужской,6285.4,24,63.33,62.0,0,Положительная,3.0,400162.53,0.0,0.0,,43407.0,0.4469392737773512
28444,0,Женский,5697.7,141,68.75,108.0,0,Положительная,10.0,255584.83,0.0,0.0,,43407.0,0.520645189781183
28455,0,Мужской,9754.5,56,66.25,2.0,0,Положительная,3.0,229795.49,0.0,0.0,СРЕДНЕЕ,43407.0,0.1310395472904382
28464,0,Женский,,12,63.17,,0,Положительная,0.0,439425.33,0.0,0.0,,43407.0,0.2722971924926322
28470,0,Женский,8067.5,87,65.92,32.0,0,Положительная,0.0,244685.98,9.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.3922699849170437
28474,0,Мужской,5000.0,25,65.67,63.0,0,Приемлемая 1,0.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0249486058719038
28501,0,Женский,35831.5,202,65.33,138.0,0,Положительная,10.0,635504.25,0.0,0.0,,43407.0,0.9367020899523752
28554,0,Мужской,,0,64.67,,0,Приемлемая 1,,,,,СРЕДНЕЕ,,0.0
28558,0,Женский,,24,65.0,,0,Положительная,0.0,159728.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.2175684804637277
28567,0,Женский,41667.0,57,68.17,31.0,0,Положительная,5.0,59092.0,4.0,1.0,,,0.1589193142463808
28570,0,Женский,14850.0,16,63.92,19.0,0,Приемлемая 1,1.0,74250.0,0.0,0.0,ВЫСШЕЕ,,0.2057755729845079
28572,0,Мужской,5000.0,119,66.75,33.0,7,Положительная,4.0,1088731.88,23.0,1.0,,,0.0293158845188677
28573,0,Мужской,31326.4,170,63.75,163.0,0,Положительная,11.0,3865923.47,7.0,1.0,ВЫСШЕЕ,43407.0,0.4168709402727193
28574,0,Женский,56453.4,60,64.33,99.0,0,Положительная,0.0,398472.51,0.0,0.0,,,0.4174353994713276
28579,0,Женский,9079.8,154,66.5,99.0,16,Положительная,7.0,985438.28,16.0,2.0,ВЫСШЕЕ,,0.4310633180755207
28592,0,Женский,13100.9,2,64.42,1.0,0,Приемлемая 1,0.0,87361.57,0.0,0.0,СРЕДНЕЕ,43407.0,0.2078399505568081
28599,0,Женский,39869.9,90,58.0,109.0,0,Положительная,19.0,700000.0,6.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.3739337386304727
28603,0,Мужской,28478.5,46,65.25,18.0,0,Положительная,2.0,0.0,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
28604,0,Женский,34566.7,24,62.0,,0,Положительная,1.0,240417.07,0.0,0.0,ВЫСШЕЕ,,0.1803186773066291
28612,0,Мужской,41666.7,125,64.42,67.0,0,Положительная,25.0,2783782.89,0.0,0.0,,43407.0,0.2917787042304546
28615,0,Мужской,56957.0,136,63.17,174.0,0,Положительная,12.0,0.0,0.0,0.0,,,0.0179816012256259
28617,0,Мужской,57468.2,25,65.0,,0,Положительная,8.0,179990.0,0.0,0.0,,43407.0,0.099389515813747
28618,0,Женский,42770.1,82,67.67,56.0,0,Приемлемая 1,2.0,88971.08,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4017427378535781
28626,0,Мужской,27192.8,0,47.75,50.0,0,Приемлемая 1,,,,,НЕПОЛНОЕ СРЕДНЕЕ,65110.5,0.0
28627,0,Женский,4673.8,77,65.25,66.0,0,Положительная,4.0,42525.13,2.0,1.0,СРЕДНЕЕ,,0.1927204679522133
28635,0,Женский,,94,66.5,153.0,0,Положительная,0.0,0.0,0.0,0.0,,43407.0,0.0
28636,0,Женский,8000.0,153,64.67,74.0,1,Положительная,6.0,1250000.0,1.0,1.0,СРЕДНЕЕ,43407.0,0.436726620652321
28638,0,Мужской,6827.9,64,66.92,22.0,0,Положительная,1.0,923948.93,4.0,1.0,,,0.4734731773012018
28646,0,Женский,6771.6,51,67.33,16.0,0,Положительная,2.0,652027.89,2.0,0.0,ВЫСШЕЕ,,0.4233865288566754
28652,0,Женский,162940.0,64,69.17,121.0,4,Приемлемая 1,9.0,74624.95,7.0,9.0,ВЫСШЕЕ,,0.0607436926773522
28658,0,Мужской,14558.7,69,64.17,,0,Положительная,3.0,,0.0,0.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.0
28665,0,Мужской,110443.8,27,65.0,35.0,21,Приемлемая 2,0.0,48000.0,21.0,3.0,,43407.0,0.0414934315897793
28667,0,Женский,598.0,34,65.5,78.0,0,Положительная,4.0,0.0,0.0,0.0,,43407.0,0.0
28676,0,Мужской,8498.5,39,69.0,6.0,4,Приемлемая 1,2.0,0.0,4.0,1.0,,,0.2261747516601226
28687,0,Женский,2278.3,48,61.25,17.0,13,Положительная,10.0,751636.0,13.0,2.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.4820030570362266
28705,0,Женский,75500.0,55,68.25,142.0,0,Положительная,1.0,274808.84,0.0,0.0,,43407.0,0.2169071018630591
28706,0,Мужской,15444.5,102,66.33,176.0,55,Приемлемая 2,11.0,197363.78,55.0,55.0,ВЫСШЕЕ,43407.0,0.3637063750678
28721,0,Мужской,29583.4,31,67.33,,0,Положительная,10.0,120000.0,0.0,0.0,,43407.0,0.0690489337629436
28730,0,Мужской,16163.1,67,64.83,13.0,9,Положительная,14.0,306973.95,9.0,3.0,СРЕДНЕЕ,43407.0,0.3727249151263674
28734,0,Женский,14748.5,151,62.75,15.0,2,Положительная,3.0,571147.41,29.0,3.0,ВЫСШЕЕ,43407.0,0.3933758973499867
28737,0,Женский,10000.0,77,65.83,26.0,6,Положительная,3.0,201232.64,6.0,2.0,,,0.4042848394381291
28852,0,Мужской,,48,63.25,,1,Положительная,2.0,1306009.86,19.0,3.0,,43407.0,0.9080673951848144
28862,0,Женский,5902.8,84,64.5,83.0,1,Приемлемая 1,0.0,,1.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.0
28891,0,Женский,27829.8,23,68.0,52.0,0,Приемлемая 2,1.0,,7.0,1.0,,43407.0,0.0
28893,0,Женский,62000.0,83,64.58,148.0,0,Положительная,0.0,168986.96,4.0,1.0,ВЫСШЕЕ,43407.0,0.4404422756889403
28928,0,Женский,57032.9,181,63.58,39.0,0,Положительная,1.0,191767.0,0.0,0.0,,43407.0,0.215648177164943
28950,0,Женский,14384.0,36,63.08,125.0,86,Отрицательная,4.0,219790.0,86.0,20.0,ВЫСШЕЕ,43407.0,0.1088748744345841
28952,0,Мужской,6534.8,15,68.92,12.0,0,Приемлемая 1,7.0,351299.73,0.0,0.0,СРЕДНЕЕ,43407.0,0.4091986537277858
28958,0,Мужской,7514.7,213,65.92,111.0,0,Отрицательная,1.0,1233055.2,214.0,10.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,,0.3608826915396001
28965,0,Мужской,41666.7,224,64.25,67.0,0,Положительная,15.0,2801777.52,4.0,4.0,,43407.0,0.3313252329566375
29100,0,Женский,82500.0,91,62.92,95.0,28,Положительная,2.0,76122.96,29.0,17.0,,,0.0928843783331523
29101,0,Женский,2472.0,76,67.25,58.0,0,Положительная,12.0,598727.92,0.0,0.0,,43407.0,0.3394903354500396
29102,0,Мужской,30742.0,54,67.92,63.0,0,Положительная,1.0,614823.32,2.0,1.0,СРЕДНЕЕ СПЕЦИАЛЬНОЕ,43407.0,0.1718776208527626
33720,0,Мужской,56957.0,102,42.58,122.0,7,Отрицательная,14.0,0.0,233.0,26.0,,65110.5,0.0130685011301312
